discente,ano,turma,texto,respostas,data,tempo_inicial,tempo_final,duracao,correcao,quadrante_1,quadrante_2,quadrante_3,quadrante_4,compreensao,coeficiente_variacao,taxa_exatas,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco
EST_098,8,B,A importância da responsabilidade ambiental,"['meio', 'cuidar', 'mundo', 'ter', 'para', 'para', 'de', 'delas', 'de', 'energia', 'isso', 'desligada', 'eletronicos', 'uso', 'não', 'nessecidade', 'responsável', 'é', 'cada', 'uma', 'alimentos', 'para', 'uma', 'da', 'é', 'em', 'não', 'o', 'etc', 'ajudam', 'mais', 'responsavel', 'e', 'do', 'de', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:15,15.0,"['exata', 'exata', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'grafia_incorreta', 'erro', 'classe_correta', 'exata', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 6)","('grafia_incorreta', 2)","('exata', 2)","('exata', 4)",85.526,0.377,57.895,22,6,3,3,4,0
EST_099,8,B,A importância da responsabilidade ambiental,"['menos', '-', '-', 'melhor', 'para', 'para', 'de', 'foma', 'dos', 'enegia', 'sabemo', 'apaga', 'hora', 'uso', 'não', 'usa', 'importo', 'é', 'o', 'diferente', 'organico', 'na', 'uma', 'faz', 'é', 'com', 'não', 'para', 'por', 'prejudica', 'é', 'importa', 'como', 'que', 'com', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:20,20.0,"['grafia_incorreta', 'branco', 'branco', 'erro', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'grafia_incorreta', 'erro', 'aceitavel', 'classe_correta', 'exata', 'exata', 'erro', 'erro', 'exata', 'exata', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'exata', 'exata', 'exata', 'classe_correta', 'exata', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'erro', 'classe_correta', 'exata', 'exata', 'exata']","('exata', 3)","('exata', 2)","('exata', 3)","('erro', 4)",59.211,0.771,36.842,14,3,3,5,11,2
EST_107,8,B,A importância da responsabilidade ambiental,"['meio', 'cuidar', 'planeta', 'uma', 'para', 'para', 'de', 'delas', 'de', 'energia', 'isso', 'desligar', 'eletronicos', 'uso', 'não', 'necessidade', 'responsavel', 'é', 'o', 'algumas', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'são', 'tomamos', 'mais', 'responsavel', 'devemos', 'do', 'de', 'à', 'nossa', 'nosso']",29-02-2024,08:00,08:08,8.0,"['exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'grafia_incorreta', 'aceitavel', 'grafia_incorreta', 'exata', 'grafia_incorreta', 'exata', 'exata']","('exata', 10)","('exata', 3)","('exata', 9)","('exata', 2)",100.0,0.0,78.947,30,5,3,0,0,0
EST_121,8,B,A importância da responsabilidade ambiental,"['-', '-', 'mundo', 'à', 'para', 'para', 'de', 'atitude', 'nos', '-', 'desenvolver', 'apagar', '-', 'casa', 'não', 'necessidade', 'economizador', 'sempre', 'cada', 'várias', 'alimentos', 'para', 'a', 'faz', 'É', 'ao', 'não', 'cuidar', 'esse', 'fazem', 'mais', 'cuidadoso', 'mas', 'do', 'de', 'à', 'nossa', 'nosso']",29-02-2024,08:00,08:15,15.0,"['branco', 'branco', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'branco', 'erro', 'aceitavel', 'branco', 'classe_correta', 'exata', 'exata', 'erro', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'exata', 'aceitavel', 'erro', 'grafia_incorreta', 'exata', 'grafia_incorreta', 'exata', 'exata']","('exata', 3)","('exata', 2)","('exata', 4)","('exata', 2)",61.842,0.752,36.842,14,2,6,3,9,4
EST_122,8,B,A importância da responsabilidade ambiental,"['meio', 'perto', 'lugar', 'uma', 'para', 'para', 'de', 'maneira', 'de', 'energia', 'viver', 'todas', 'de', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",29-02-2024,08:00,08:12,12.0,"['exata', 'erro', 'classe_correta', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'erro', 'erro', 'erro', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco']","('exata', 4)","('branco', 7)","('branco', 9)","('branco', 9)",19.737,1.974,18.421,7,0,0,1,5,25
EST_123,8,B,A importância da responsabilidade ambiental,"['meio', 'e', 'lugar', 'nossa', 'para', 'para', 'de', 'forma', 'de', 'energia', 'isso', 'apagar', 'desligados', 'casa', 'não', 'usando', 'importar', 'é', 'o', 'variás', 'vidro', 'para', 'uma', 'faz', 'também', 'do', 'não', 'e', 'por', 'existem', 'limpo', 'responsável', 'e', 'do', 'da', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:16,16.0,"['exata', 'erro', 'classe_correta', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'erro', 'classe_correta', 'exata', 'erro', 'erro', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'exata', 'erro', 'classe_correta', 'erro', 'exata', 'erro', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'exata', 'exata']","('exata', 3)","('erro', 2)","('exata', 4)","('exata', 3)",69.737,0.627,52.632,20,3,2,3,10,0
EST_134,8,B,A importância da responsabilidade ambiental,"['meio', 'cuidar', 'ambiente', 'ter', 'para', 'para', 'de', 'forma', 'dos', 'energia', '-', 'desligar', '-', '-', 'não', 'nescessidade', 'responsavel', 'é', 'recicláveis', 'diversas', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'esses', 'trazem', 'bom', 'responsável', 'tem', 'com', 'da', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:18,18.0,"['exata', 'exata', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'exata', 'branco', 'exata', 'branco', 'branco', 'exata', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'erro', 'exata', 'classe_correta', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata']","('exata', 3)","('branco', 2)","('exata', 8)","('exata', 3)",75.0,0.567,55.263,21,3,4,1,6,3
EST_142,8,A,A importância da responsabilidade ambiental,"['meio', 'cuidar', 'planeta', 'uma', 'para', 'para', 'de', 'forma', 'de', 'energia', 'isso', 'manter', 'desligados', 'casa', 'não', 'ninguém', 'responsável', 'é', 'cada', 'sua', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'são', 'ajudam', 'mais', 'responsavel', 'pois', 'do', 'de', 'a', 'nossa', 'nosso']",29-02-2024,07:56,08:02,6.0,"['exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'classe_correta', 'erro', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'classe_correta', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'exata', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 7)","('exata', 2)","('exata', 9)","('exata', 4)",84.211,0.388,71.053,27,2,1,4,4,0
EST_146,8,B,A importância da responsabilidade ambiental,"['nosso', 'cuidar', 'planeta', 'uma', 'para', 'para', 'de', 'forma', 'de', 'energia', 'ajudar', 'desligar', 'elétronicos', 'uso', 'não', 'usar', 'responsavel', 'é', 'o', 'diferentes', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'são', 'ajudam', 'mais', 'responsavel', 'para', 'do ', 'de', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:11,11.0,"['erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'erro', 'exata', 'grafia_incorreta', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'classe_correta', 'exata', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 6)","('exata', 3)","('exata', 9)","('exata', 4)",85.526,0.4,73.684,28,4,0,1,5,0
EST_147,8,A,A importância da responsabilidade ambiental,"['meio', 'cuida', 'mundo', 'essa', 'para', 'para', 'de', 'forma', 'de', 'energia', 'isso', 'desligar', 'eletronicos', 'uso', 'não', 'usar', 'responsável', 'é', 'o', 'varias', 'vidros', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'rios', 'isso', 'prejudica', 'limpo', 'responsável', 'é', 'do', 'de', 'sobre', 'nossa', 'nosso']",29-02-2024,07:56,08:16,20.0,"['exata', 'grafia_incorreta', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'grafia_incorreta', 'aceitavel', 'erro', 'exata', 'erro', 'grafia_incorreta', 'exata', 'aceitavel', 'exata', 'exata']","('exata', 3)","('exata', 3)","('exata', 6)","('exata', 2)",84.211,0.433,60.526,23,5,4,0,6,0
EST_149,8,A,A importância da responsabilidade ambiental,"['um', 'e', 'abiente', 'a', 'pra', 'para', 'de', 'delas', 'de', 'lixo', 'evitar', 'apagar', 'e', 'usando', 'não', 'usando', 'responsável', 'é', 'o', 'cada', 'vidro', 'para', 'essa', 'faz', 'é', 'e', 'não', 'e', 'são', 'são', 'fica', 'cuida', 'é', 'do', 'de', 'a', 'sua', 'nosso']",29-02-2024,07:56,08:16,20.0,"['erro', 'erro', 'erro', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'erro', 'aceitavel', 'erro', 'grafia_incorreta', 'exata', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'erro', 'erro', 'erro', 'erro', 'grafia_incorreta', 'exata', 'exata', 'aceitavel', 'exata']","('erro', 4)","('exata', 3)","('exata', 3)","('erro', 4)",68.421,0.679,47.368,18,3,5,0,12,0
EST_150,8,A,A importância da responsabilidade ambiental,"['meio', 'cuida', 'mundo', 'da', 'para', 'nos', 'de', 'dar', 'de', 'enegia', 'não', 'desligar', 'des', 'usano', 'não', 'usar', 'bom', 'você', 'o', 'em', 'vidro', 'para', 'uma', 'melhora', 'ter', 'com', 'não', 'pra', '-', 'pode', 'ter', '-', 'de', 'do', 'com', 'a', 'diferensa', 'nosso']",29-02-2024,07:56,08:26,30.0,"['exata', 'grafia_incorreta', 'aceitavel', 'erro', 'exata', 'aceitavel', 'exata', 'erro', 'exata', 'grafia_incorreta', 'erro', 'exata', 'erro', 'grafia_incorreta', 'exata', 'erro', 'aceitavel', 'erro', 'exata', 'erro', 'exata', 'exata', 'exata', 'erro', 'erro', 'classe_correta', 'exata', 'erro', 'branco', 'aceitavel', 'erro', 'branco', 'erro', 'grafia_incorreta', 'classe_correta', 'exata', 'erro', 'exata']","('exata', 1)","('erro', 1)","('exata', 3)","('aceitavel', 1)",57.895,0.829,34.211,13,4,4,2,13,2
EST_153,8,A,A importância da responsabilidade ambiental,"['nosso', 'na', 'lugar', 'uma', 'para', 'de', 'de', 'delas', 'dos', 'energia', 'isso', 'desligar', 'por', 'uso', 'não', 'pingo', 'bom', 'é', 'o', 'cada', 'orgânico', 'para', 'ajuda', 'faz', 'também', 'ao', 'não', 'também', 'a', 'faz', 'mais', 'bom', 'que', 'do', 'de', 'a', 'nossa', 'nosso']",29-02-2024,07:56,08:08,12.0,"['erro', 'erro', 'classe_correta', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'aceitavel', 'aceitavel', 'exata', 'exata', 'aceitavel', 'erro', 'exata', 'erro', 'exata', 'erro', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'exata', 'aceitavel', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('erro', 2)","('exata', 2)","('exata', 2)","('exata', 4)",75.0,0.567,52.632,20,1,7,1,9,0
EST_158,8,A,A importância da responsabilidade ambiental,"['meio', 'meio', 'ambiente', 'que', 'para', 'de', 'para', 'delas', 'de', 'energia', 'economizar', 'apagar', 'que', 'casa', 'não', 'goteiras', 'responsavel', 'é', 'o', 'grandes', 'vidro', 'para', 'uma', 'da', 'é', 'ao', 'não', 'é', 'esses', 'é', 'lindo', 'responsavel', 'que', 'do', 'com', 'a', 'nossa', 'nosso']",29-02-2024,07:56,08:21,25.0,"['exata', 'erro', 'aceitavel', 'erro', 'exata', 'aceitavel', 'aceitavel', 'exata', 'exata', 'exata', 'erro', 'aceitavel', 'erro', 'classe_correta', 'exata', 'aceitavel', 'grafia_incorreta', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'grafia_incorreta', 'erro', 'erro', 'erro', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'classe_correta', 'exata', 'exata', 'exata']","('exata', 3)","('exata', 2)","('exata', 3)","('exata', 3)",71.053,0.618,44.737,17,4,5,2,10,0
EST_159,8,A,A importância da responsabilidade ambiental,"['meio', 'parte', 'local', 'preciso', 'para', 'para', 'de', 'delas', 'dos', 'energia', 'isso', 'desligar', 'eletronicos', 'uso', 'não', 'necessidade', 'responsavel', 'é', 'o', 'algumas', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'são', 'colaboram', 'bom', 'responsavel', 'é', 'do', 'de', 'a', 'nossa', 'nosso']",29-02-2024,07:56,08:05,9.0,"['exata', 'erro', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'erro', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 4)","('exata', 3)","('exata', 9)","('exata', 4)",89.474,0.343,68.421,26,4,4,0,4,0
EST_160,8,A,A importância da responsabilidade ambiental,"['meio', 'importancia', 'lugar', 'uma', 'pra', 'para', 'de', 'delas', 'de', 'energia', 'ajudarmos', 'desligar', 'eletronicos', 'uso', 'não', 'nescessidade', 'responsavel', 'é', 'o', 'quatro', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'com', 'contribui', 'limpo', 'responsavel', 'é', 'do', 'de', 'a', 'nossa', 'nosso']",29-02-2024,07:56,08:09,13.0,"['exata', 'erro', 'classe_correta', 'exata', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'grafia_incorreta', 'exata', 'exata', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 5)","('exata', 2)","('exata', 8)","('exata', 4)",82.895,0.444,63.158,24,7,0,1,6,0
EST_163,8,B,A importância da responsabilidade ambiental,"['meio', 'preservação', 'local', 'uma', 'para', 'para', 'de', 'forma', 'de', 'energia', 'ajudar', 'que', 'elétrico', 'uso', 'não', 'usar', 'responsável', 'é', 'o', 'cada', 'vidro', 'para', 'a', 'faz', 'é', 'em', 'não', 'e', 'como', 'fazemos', 'mais', 'responsável', 'mas', 'do', 'de', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:14,14.0,"['exata', 'erro', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'erro', 'erro', 'grafia_incorreta', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'erro', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'erro', 'aceitavel', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 4)","('exata', 3)","('exata', 2)","('exata', 4)",78.947,0.516,63.158,24,2,4,0,8,0
EST_174,8,A,A importância da responsabilidade ambiental,"['meio', 'é', 'mundo', 'uma', 'para', 'pro', 'de', 'forma', 'de', 'energia', 'todos', 'desligar', 'para', 'casa', 'não', 'água', 'proteger', 'é', 'o', 'diferentes', 'vidro', 'para', 'uma', '', 'é', 'ao', 'não', 'e', 'com', 'todos', 'ambiente', 'um', 'só', 'que', 'uma', 'a', 'nossa', 'nosso']",29-02-2024,07:56,08:21,25.0,"['exata', 'erro', 'aceitavel', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'exata', 'exata', 'aceitavel', 'exata', 'erro', 'classe_correta', 'exata', 'aceitavel', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'branco', 'exata', 'exata', 'exata', 'exata', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'exata', 'exata', 'exata']","('exata', 2)","('exata', 3)","('exata', 4)","('erro', 6)",67.105,0.69,55.263,21,0,4,1,11,1
EST_176,8,A,A importância da responsabilidade ambiental,"['meio', 'como', 'mundo', 'essa', 'e', 'para', 'de', 'seria', 'de', 'coisa', 'isso', 'apagar', 'eletricos', 'casa', 'não', 'pingar', 'responsável', 'é', 'o', 'umas', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'esses', 'é', 'limpo', 'cuidadoso', 'mas', 'com', 'de', 'a', 'a', 'nosso']",29-02-2024,07:56,08:03,7.0,"['exata', 'erro', 'aceitavel', 'aceitavel', 'erro', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'exata', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'exata', 'exata', 'erro', 'exata']","('aceitavel', 2)","('exata', 3)","('exata', 8)","('erro', 2)",72.368,0.608,52.632,20,1,6,1,10,0
EST_178,8,B,A importância da responsabilidade ambiental,"['luga', 'cuida', 'planeta', 'uma', 'para', 'pra', 'de', 'delas', 'de', 'avores', 'que', 'apaga', 'eletronicos', 'funcionamento', 'não', 'usar', 'responsável', 'é', 'o', 'algumas', 'vrido', 'para', 'uma', 'faz', 'é', 'ao', 'rios', 'e', 'por', 'não', 'mais', 'responsável', 'e', 'é', 'de', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:12,12.0,"['erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'grafia_incorreta', 'aceitavel', 'exata', 'erro', 'exata', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'erro', 'erro', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 3)","('exata', 3)","('exata', 5)","('exata', 4)",78.947,0.516,57.895,22,5,3,0,8,0
EST_179,8,A,A importância da responsabilidade ambiental,"['importante', 'ambiente', 'nosso', 'com', 'responsável', 'para', 'para', 'responsável', 'lixo', 'energia', 'todos', 'desligar', 'elétrica', 'casa', 'demais', 'gastar', 'ambiental', 'separar', 'seletiva', 'calçada', 'borracha', 'para', 'uma', 'nosso', 'atitude', 'ambiental', 'ambiental', 'não', 'respeitar', 'ambiental', 'importante', 'para', 'assim', 'para', 'da', 'pessoa', 'nosso', 'cuidar']",29-02-2024,07:56,09:18,82.0,"['erro', 'erro', 'erro', 'erro', 'erro', 'exata', 'aceitavel', 'erro', 'erro', 'exata', 'aceitavel', 'exata', 'erro', 'classe_correta', 'aceitavel', 'erro', 'aceitavel', 'erro', 'erro', 'erro', 'classe_correta', 'exata', 'exata', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'erro', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'erro']","('erro', 5)","('erro', 3)","('erro', 6)","('erro', 5)",31.579,1.426,13.158,5,2,4,2,25,0
EST_193,8,A,A importância da responsabilidade ambiental,"['meio', 'expostos', 'mundo', 'necesario', 'para', 'de', 'de', 'forma', 'de', 'energia', 'sobreviver', 'desliga', 'eletricos', 'uso', 'não', 'usar', 'responsavel', 'é', 'o', 'varias', 'vidro', 'para', 'uma', 'faz', 'é', 'ao', 'não', 'e', 'dar', 'ajuda', 'limpo', 'responsavel', 'vamos', 'que', 'de', 'a', 'nossa', 'nosso']",29-02-2024,07:56,08:09,13.0,"['exata', 'aceitavel', 'aceitavel', 'erro', 'exata', 'aceitavel', 'exata', 'erro', 'exata', 'exata', 'erro', 'grafia_incorreta', 'grafia_incorreta', 'exata', 'exata', 'erro', 'grafia_incorreta', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'classe_correta', 'erro', 'grafia_incorreta', 'erro', 'erro', 'exata', 'exata', 'exata', 'exata']","('aceitavel', 2)","('grafia_incorreta', 2)","('exata', 8)","('exata', 4)",75.0,0.567,55.263,21,4,3,1,9,0
EST_197,8,B,A importância da responsabilidade ambiental,"['meio', 'juntos', 'mundo', 'necessária', 'poder', 'para', 'de', 'delas', 'de', 'energia', 'isso', 'apagar', 'elétricos', 'função', 'não', 'necessidade', 'responsavel', 'é', 'o', 'cada', 'vidro', 'para', 'feita', 'faz', 'é', 'ao', 'não', 'e', 'como', 'é', 'bem', 'responsavel', 'sim', 'do', 'de', 'a', 'nossa', 'do']",29-02-2024,08:00,08:13,13.0,"['exata', 'erro', 'aceitavel', 'erro', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'exata', 'aceitavel', 'grafia_incorreta', 'aceitavel', 'exata', 'exata', 'grafia_incorreta', 'exata', 'exata', 'aceitavel', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'grafia_incorreta', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'erro']","('exata', 5)","('exata', 2)","('exata', 5)","('exata', 3)",78.947,0.516,55.263,21,4,5,0,8,0
EST_202,8,B,A importância da responsabilidade ambiental,"['meio', 'e', 'lugar', 'a', 'para', 'para', 'de', 'forma', 'de', 'coisas', 'ela', 'das', 'e', 'que', 'não', 'desligar', 'é', 'tipo', 'os', 'tipo', 'comida', 'para', 'para', 'faz', 'é', 'ao', 'e', 'para', 'por', 'é', 'muito', 'bem', 'é', 'do', 'de', 'a', 'nossa', 'nosso']",29-02-2024,08:00,08:19,19.0,"['exata', 'erro', 'classe_correta', 'erro', 'exata', 'exata', 'exata', 'erro', 'exata', 'aceitavel', 'classe_correta', 'erro', 'erro', 'erro', 'exata', 'erro', 'erro', 'erro', 'grafia_incorreta', 'erro', 'classe_correta', 'exata', 'erro', 'exata', 'exata', 'exata', 'erro', 'erro', 'erro', 'erro', 'aceitavel', 'erro', 'erro', 'grafia_incorreta', 'exata', 'exata', 'exata', 'exata']","('exata', 3)","('erro', 3)","('exata', 3)","('exata', 4)",51.316,0.935,36.842,14,2,2,3,17,0
EST_210,8,A,A importância da responsabilidade ambiental,"['meio', 'nossa', 'ar', 'boa', 'de', 'para', 'de', 'coisa', 'os', 'coisas', 'ambiente', 'fazer', 'para', 'crise', 'não', 'utilização', 'bom', 'é', 'o', 'varias', 'vidro', 'para', 'uma', 'faz', 'é', 'pois', 'não', 'e', 'um', 'precisa', 'ser', 'boa', 'e', 'que', 'de', 'a', 'nossa', 'nosso']",29-02-2024,08:04,08:14,10.0,"['exata', 'erro', 'aceitavel', 'erro', 'aceitavel', 'exata', 'exata', 'erro', 'erro', 'aceitavel', 'erro', 'aceitavel', 'erro', 'classe_correta', 'exata', 'aceitavel', 'aceitavel', 'exata', 'exata', 'erro', 'exata', 'exata', 'exata', 'exata', 'exata', 'erro', 'exata', 'exata', 'erro', 'aceitavel', 'erro', 'classe_correta', 'erro', 'erro', 'exata', 'exata', 'exata', 'exata']","('exata', 2)","('aceitavel', 2)","('exata', 5)","('exata', 4)",65.789,0.7,44.737,17,0,7,2,12,0
