discente,escola,ano,turma,texto,respostas,correcao_humana,tempo_inicial,tempo_final,pontuacao,correcao,exata,grafia_incorreta,aceitavel,classe_correta,erro,branco,compreensao
EST_122,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'jogavam', 'davam', 'machucarem', 'foi', 'invadiram', 'tomaram', 'reprodusindo', 'crecia', 'ficaram', 'chegaram', 'era', 'estavam', 'assustando', 'era', 'tinha', 'comiham', 'aguetol', 'os', 'estavam', 'morreram', 'comeram', 'começol', 'faze', 'tinham', 'usavam', 'eram', 'com ', 'ferocidade', 'com', 'machucarem', 'jogaram', 'potes', 'deram', 'foi']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:18,"[1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","['exata', 'classe_correta', 'classe_correta', 'grafia_incorreta', 'exata', 'classe_correta', 'grafia_incorreta', 'grafia_incorreta', 'erro', 'exata', 'aceitavel', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'aceitavel', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'erro', 'grafia_incorreta', 'grafia_incorreta', 'erro', 'aceitavel', 'exata']",5,6,5,13,6,0,64.286
EST_123,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['erão', 'jogarão', 'derão', 'machucasen', 'foi', '-', '-', '-', '-', '-', 'chegarão', 'era', 'andavão', 'já', 'como', 'consiguiran', '-', 'era', 'os', '-', 'pegarãn', 'todos', 'forem', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",08:07,08:15,"[0.5, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['classe_correta', 'classe_correta', 'classe_correta', 'grafia_incorreta', 'exata', 'branco', 'branco', 'branco', 'branco', 'branco', 'classe_correta', 'exata', 'erro', 'erro', 'erro', 'classe_correta', 'branco', 'classe_correta', 'erro', 'branco', 'classe_correta', 'erro', 'classe_correta', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco']",2,1,0,8,5,19,20.0
EST_124,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'são', 'desceu', 'afoguem', 'cometi', 'gigantes', 'comelões', 'espalharam', 'aumentam', 'são', 'chegam', 'era', 'vagando', 'atacando', 'era', 'tinham', 'correm', 'aguentasse', 'os', 'habitam', 'fugiram', 'cercavam', 'dna', 'jacarés', 'colocaram', 'homens', 'aguentaram', 'mataram', 'força', 'com', 'matassem', 'fugiram', 'jacarés', 'desceram', 'foi']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico']",08:07,08:09,"[1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0, 1.0, 1.0]","['exata', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'aceitavel', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta', 'erro', 'erro', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'aceitavel', 'classe_correta', 'erro', 'aceitavel', 'exata']",3,1,7,15,9,0,52.857
EST_125,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['eram', 'colocavam', 'davam', 'machucar', 'era', 'ferozes', 'famintos', 'aconteceu', 'mudava', 'eram', 'agiram', 'era', 'dominavam', 'atavam', 'era', 'tinham', 'criaram', 'aguentava', 'os', 'dominavam', 'falavam', 'existem', 'fizeram', 'pior', 'criaram', 'colavam', 'tinham', 'por', 'matavam', 'com', 'machucasem', 'atacaram', 'jogaram', 'deram', 'Era']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:15,"[1.0, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 0.5, 0.0, 1.0, 0.0, 1.0, 0.5, 1.0, 1.0, 1.0]","['exata', 'classe_correta', 'classe_correta', 'aceitavel', 'aceitavel', 'erro', 'erro', 'classe_correta', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'exata', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'erro', 'grafia_incorreta', 'classe_correta', 'aceitavel', 'aceitavel', 'aceitavel']",3,1,11,14,6,0,62.857
EST_126,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'poe', 'da', 'machuquem', 'é', 'aparecem', 'encontrado', 'reproduzem', 'muda', 'é', 'acham', 'é', 'pelas', 'ataca', 'é', 'são', 'morreram', 'é', 'os', 'alcita', 'morreram', 'é', 'fizeram', 'a', 'foram', 'fizeram', 'pegou', 'eles', 'a', 'tem', 'percam', 'que', 'botam', 'dão', 'é']","['mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:31,"[1.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 1.0, 0.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 1.0, 0.0, 0.5, 0.5, 1.0]","['aceitavel', 'erro', 'erro', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'grafia_incorreta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'aceitavel']",0,1,8,18,8,0,51.429
EST_127,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'que', 'dão', 'perderem', 'que', 'morem', 'desaparesem', 'espalhando', 'ficando', 'estão', 'mortas', 'é', 'nas', 'devorando', 'é', 'tem', 'morem', 'aguenta', 'os', 'destruiram', 'correm', 'matam', 'que', 'abilidade', 'estão', 'jacarés', 'mostram', 'que', 'que', 'tem', 'percam', 'jogam', 'humanos', 'dão', 'é']","['mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:33,"[1.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 1.0, 0.5, 0.0, 0.5, 1.0]","['aceitavel', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'classe_correta', 'aceitavel']",0,0,6,19,10,0,44.286
EST_128,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'só', 'sobre', 'machuquem', 'em', 'caem', 'ficam', 'criando', 'maior', 'são', 'pecebem', 'é', 'ja', 'assusta', 'são', 'ferozes', 'medo', 'agente', 'os', 'dominam', 'mortos', '-', '-', '-', 'estão', 'puxes', 'tem', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', '-', '-', '-']",08:15,08:32,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['aceitavel', 'erro', 'erro', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'erro', 'erro', 'grafia_incorreta', 'aceitavel', 'branco', 'branco', 'branco', 'classe_correta', 'erro', 'classe_correta', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco']",0,1,4,8,11,11,25.714
EST_129,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['viraram', 'jogaram', 'davam', 'machuquem', '-', '-', '-', '-', 'aumentou', 'ficaram', 'perceberam', 'era', 'aparecerão', 'atacarão', 'é', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",08:15,08:27,"[0.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'branco', 'branco', 'branco', 'branco', 'aceitavel', 'exata', 'aceitavel', 'exata', 'classe_correta', 'aceitavel', 'aceitavel', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco', 'branco']",2,0,6,3,0,24,27.143
EST_130,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'e', 'um', 'veja', 'ter', 'mais', 'tem', 'pode', 'um', 'a', 'viu', 'era', 'estavam', 'dezimo', 'mais', 'perigosos', 'doido', 'vai', 'muitos', 'estavam', 'fortes', 'mataram', 'inteligente', 'esperto', 'foram', 'poderes', 'feroz', 'perigo', 'bravura', 'com', 'matem', 'matam', 'comem', 'depois', 'faz']","['mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', '-', '-', '-', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico']",08:15,08:24,"[1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0]","['aceitavel', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'exata', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'erro', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'erro', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel']",1,0,2,15,17,0,30.0
EST_131,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['são', 'jogaram', 'deram', 'machuquem', 'foi', 'ferozes', 'grandes', 'foi', 'dobravam', 'tinham', 'agirão', 'foi', 'estavam', 'atacou', 'é', 'tem', 'ferozes', 'ajudou', 'os', 'ivadiram', 'deram', 'eram', 'produziram', 'suas', 'foram', 'são', 'tem', 'agilidade', '-', 'tem', 'machuquem', 'eram', 'jogaram', 'deram', 'foi']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:28,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]","['aceitavel', 'aceitavel', 'aceitavel', 'aceitavel', 'exata', 'erro', 'erro', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'classe_correta', 'aceitavel', 'classe_correta', 'erro', 'grafia_incorreta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'branco', 'classe_correta', 'aceitavel', 'classe_correta', 'aceitavel', 'aceitavel', 'exata']",2,1,10,15,6,1,58.571
EST_132,CODAP,8,B,O dia em que os jacarés invadiram a cidade,"['são', 'jogaram', 'apertaram', 'machucassem', 'foi', 'Ferozes', 'forte', 'repitiu', 'mudavam', 'ficaram', 'soube', 'era', 'foram', 'comeu', 'do', 'normais', 'morreram', 'aguentasse', 'os', 'dominaram', 'sobreviveram', 'comeram', 'absorveram', 'sua', 'fizeram', 'colocaram', 'herdou', 'quebraram', 'casa', 'com', 'machucassem', 'pegaram', 'jogaram', 'apertaram', 'foi']","['mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:07,08:22,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.5, 0.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","['aceitavel', 'aceitavel', 'aceitavel', 'exata', 'exata', 'erro', 'erro', 'classe_correta', 'aceitavel', 'exata', 'classe_correta', 'exata', 'classe_correta', 'aceitavel', 'erro', 'erro', 'classe_correta', 'classe_correta', 'erro', 'grafia_incorreta', 'exata', 'aceitavel', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'exata', 'exata', 'aceitavel', 'aceitavel', 'exata']",8,1,10,8,8,0,65.714
EST_133,CODAP,8,A,O dia em que os jacarés invadiram a cidade,"['são', 'e', 'usou', 'matem', 'teve', 'ferozes', 'pule', 'foram', 'jacare', 'eram', 'chegaram', 'era', 'tavam', 'toda', 'os', 'são', 'foram', 'é', 'os', 'tavam', 'foram', 'comeu', 'jacare', 'humano', 'foram', 'usou', 'são', 'jacare', 'humano', 'foram', 'matase', 'se', 'humanos', 'ativou', 'foi']","['mesma classe e mesmo campo semântico', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', 'mesma classe e mesmo campo semântico', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e campo semântico diferente', 'mesma classe e campo semântico diferente', '-', '-', 'mesma classe e mesmo campo semântico', 'mesma classe e mesmo campo semântico']",08:15,08:20,"[1.0, 0.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 1.0]","['aceitavel', 'erro', 'classe_correta', 'classe_correta', 'aceitavel', 'erro', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'aceitavel', 'exata', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'aceitavel', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'classe_correta', 'classe_correta', 'erro', 'erro', 'classe_correta', 'erro', 'erro', 'erro', 'classe_correta', 'exata']",2,0,5,15,13,0,41.429
